zone_id,zone_name,id,plain_name,level,race,class_name,hp_dice,hp_avg,damage_dice,damage_avg,hit_roll,armor_class,attacks_per_round,dpr_avg
100,Ickle,4,a sturdy clydesdale,1,ANIMAL,Warrior,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
169,the Haunted House,4,the poltergeist,1,OTHER,,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
169,the Haunted House,6,a hoarder spirit,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
169,the Haunted House,8,a rat,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
180,Mielikki's Topiary,1,the raven hedge,1,PLANT,,1d8+-3,1.5,1d3+0,2.0,10,0,1,2.0
300,Ogakh,23,a tired nag,1,ANIMAL,Warrior,1d8+-3,1.5,1d3+0,2.0,10,0,1,2.0
302,Bluebonnet Pass,7,a kea,1,ANIMAL,Warrior,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
302,Bluebonnet Pass,13,a mountain goat,1,ANIMAL,Warrior,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
324,South Caelia Highlands,21,a well trained horse,1,OTHER,Monk,1d8+-3,1.5,1d3+0,2.0,20,10,1,2.0
350,Brush Lands,0,a chipmunk,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
350,Brush Lands,1,a brush hare,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,10,0,1,2.0
350,Brush Lands,2,a golden mouse,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,10,0,1,2.0
350,Brush Lands,4,a brown racer,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
350,Brush Lands,7,a brush finch,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,10,0,1,2.0
350,Brush Lands,8,a horned lark,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
350,Brush Lands,9,a lark,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
350,Brush Lands,11,an earthworm,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
350,Brush Lands,12,a green snake,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
350,Brush Lands,13,a black squirrel,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
350,Brush Lands,14,a grouse,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
350,Brush Lands,15,a hummingbird,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,10,0,1,2.0
350,Brush Lands,16,a bluebird,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
350,Brush Lands,17,a cardinal,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
350,Brush Lands,19,a big-eared bat,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
350,Brush Lands,21,a fat rat,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,10,0,1,2.0
350,Brush Lands,22,a vole,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,10,0,1,2.0
350,Brush Lands,23,a crow,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,10,0,1,2.0
350,Brush Lands,24,a speckled mouse,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,10,0,1,2.0
350,Brush Lands,26,a crimson-bellied snake,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,10,0,1,2.0
519,Ethilien Training Academy,0,a horrible little monster,1,HUMANOID,,0d0+0,0.0,0d2+-7,-7.0,20,1,1,-7.0
588,The Ice Warrior's Compound,4,a camp dog,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
588,The Ice Warrior's Compound,10,a black carrion bird,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
588,The Ice Warrior's Compound,12,a giant mosquito,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,1,a monarch butterfly,1,ANIMAL,Warrior,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,2,a monarch caterpillar,1,ANIMAL,Warrior,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,4,a yellow-bellied sapsucker,1,ANIMAL,Warrior,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,19,a lost baby flier,1,GOBLIN,Warrior,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,23,a bullfrog,1,ANIMAL,,1d8+-3,1.5,1d3+0,2.0,20,0,1,2.0
625,The Rhell Forest,69,Purity,1,OTHER,,1d8+-3,1.5,1d3+0,2.0,10,0,1,2.0
10,The Repository (I),10,a sparrow,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
10,The Repository (I),20,a garter snake,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
30,Mielikki,65,a poor beggar,2,HUMAN,,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
30,Mielikki,92,a beagle,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
35,the Light Forest,0,a small brown rabbit,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
35,the Light Forest,8,a hedgehog,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
35,the Light Forest,9,a brown mouse,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
45,Pine Barrens,3,a pine warbler,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
54,the Misty Caverns,14,the Lesser Shade,2,HALFLING,,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
54,the Misty Caverns,51,the Large Worm,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
61,"Anduin, the Dwarven Sector",5,a drunken dwarf,2,DWARF,,1d8+1,5.5,1d3+0,2.0,10,0,1,2.0
61,"Anduin, the Dwarven Sector",20,a lame beggar,2,HUMAN,,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
80,Mielikki Farmlands (Newbie),20,the large brown beetle,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
80,Mielikki Farmlands (Newbie),21,the huge black spider,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
80,Mielikki Farmlands (Newbie),22,the fire ant,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
80,Mielikki Farmlands (Newbie),23,the army ant,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
86,Kingdom of the Meer Cats,4,a giant tick,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
86,Kingdom of the Meer Cats,11,a buzzard,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
86,Kingdom of the Meer Cats,16,the off-duty guard,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
88,The Dairy Farm,5,a calico kitten,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
100,Ickle,52,the drunk,2,HUMAN,,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
120,Twisted Forest,15,a screeching quail,2,ANIMAL,Warrior,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
169,the Haunted House,1,the Gremlin Lord,2,HUMANOID,,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
180,Mielikki's Topiary,7,a creeping vine,2,PLANT,,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
300,Ogakh,20,an ash crab,2,ANIMAL,Warrior,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
300,Ogakh,55,a seagull,2,ANIMAL,Warrior,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
302,Bluebonnet Pass,4,a mountain eagle,2,ANIMAL,Warrior,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
302,Bluebonnet Pass,6,a serval,2,ANIMAL,Warrior,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
302,Bluebonnet Pass,12,an ash crab,2,ANIMAL,Warrior,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
350,Brush Lands,3,a dusty hawk,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
350,Brush Lands,5,a raccoon,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
350,Brush Lands,10,a bullfrog,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
350,Brush Lands,18,a young fox,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
350,Brush Lands,20,a hellbender,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
360,Kaaz,1,an ambitious mage,2,HUMAN,Sorcerer,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
360,Kaaz,2,an ambitious priest,2,HUMAN,Cleric,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
360,Kaaz,3,a seether,2,GOBLIN,Warrior,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
364,Sirestis' Folly,1,a shivering quail,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
365,The Ancient Ruins,0,a  Bright Green Frog ,2,ANIMAL,,1d8+0,4.5,1d3+2,4.0,2,0,1,4.0
464,the Ickle Aviary,5,a large budgerigar,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
464,the Ickle Aviary,9,a little bittern,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
464,the Ickle Aviary,12,a small zebra finch,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
588,The Ice Warrior's Compound,1,a fresh-faced trainee,2,BARBARIAN,Warrior,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
588,The Ice Warrior's Compound,5,a grey rat,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
588,The Ice Warrior's Compound,6,a white crow,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
588,The Ice Warrior's Compound,11,an alley cat,2,ANIMAL,,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,0,a fat little gnome,2,GNOME,Sorcerer,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,3,a gossamer fairy,2,FAERIE_SEELIE,Rogue,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,9,a brownie boy,2,ELF,Warrior,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,10,a brownie girl,2,ELF,Warrior,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,12,a pollen fairy,2,FAERIE_SEELIE,Warrior,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,15,a spark pixie,2,FAERIE_SEELIE,Thief,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,17,a potbellied orb spider,2,ANIMAL,Warrior,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,25,a mushroom gnome,2,GNOME,Warrior,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,26,a wood sylph,2,FAERIE_SEELIE,Druid,1d8+0,4.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,50,a pudgy gnome,2,GNOME,Sorcerer,1d8+0,4.5,1d3+0,2.0,10,0,1,2.0
9,Metamorpho's Zone - PRIVATE,2,the ferocious rabbit,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
9,Metamorpho's Zone - PRIVATE,7,"the large, grey wolf",3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
9,Metamorpho's Zone - PRIVATE,8,"the large, black wolf",3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
9,Metamorpho's Zone - PRIVATE,44,the small scorpion,3,OTHER,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
9,Metamorpho's Zone - PRIVATE,64,the horned lizard,3,OTHER,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
9,Metamorpho's Zone - PRIVATE,69,the centipede,3,OTHER,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
16,Rocky Outback,1,a huge rabid rabbit,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,10,0,1,2.0
16,Rocky Outback,89,a haggard dwarf,3,DWARF,Warrior,0d0+0,0.0,1d3+0,2.0,20,0,1,2.0
30,Mielikki,64,a drunk,3,HUMAN,,1d8+6,10.5,1d3+0,2.0,10,0,1,2.0
30,Mielikki,93,a rottweiler,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,10,0,1,2.0
30,Mielikki,103,a colorful parrot,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
35,the Light Forest,1,the brown fox,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
35,the Light Forest,6,a song sparrow,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,10,0,1,2.0
45,Pine Barrens,2,a southern squirrel,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,10,0,1,2.0
54,the Misty Caverns,20,the Large Skeleton,3,BARBARIAN,,1d8+6,10.5,1d3+0,2.0,10,0,1,2.0
54,the Misty Caverns,42,the Large Shade,3,BARBARIAN,,1d8+6,10.5,1d3+0,2.0,10,0,1,2.0
54,the Misty Caverns,43,the Large Shade,3,TROLL,,1d8+6,10.5,1d3+0,2.0,10,0,1,2.0
61,"Anduin, the Dwarven Sector",19,a stray dog,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
69,Anduin Pastures,1,a large swine,3,ANIMAL,,1d8+6,10.5,2d3+0,4.0,10,0,1,4.0
69,Anduin Pastures,2,a small piglet,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
69,Anduin Pastures,6,a white rabbit,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
69,Anduin Pastures,9,a small green salamander,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
86,Kingdom of the Meer Cats,3,a Meer Cat guard,3,ANIMAL,Warrior,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
86,Kingdom of the Meer Cats,6,a gila monster,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
86,Kingdom of the Meer Cats,12,a snake,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
86,Kingdom of the Meer Cats,13,the warrior,3,ANIMAL,Warrior,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
88,The Dairy Farm,2,a sheep,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
88,The Dairy Farm,7,a calico cat,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
120,Twisted Forest,16,a bloody-eyed tree rat,3,ANIMAL,Warrior,1d8+6,10.5,1d3+0,2.0,10,0,1,2.0
136,Morgan Hill,5,a fawn,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,6,10,1,2.0
136,Morgan Hill,18,a bullfrog,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,10,10,1,2.0
161,the Desert of Gothra,4,a lizard,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,10,0,1,2.0
161,the Desert of Gothra,8,a horse,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,10,0,1,2.0
169,the Haunted House,2,the zombie,3,HUMAN,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
180,Mielikki's Topiary,0,a gardener,3,HUMAN,,1d8+6,10.5,1d3+0,2.0,10,0,1,2.0
180,Mielikki's Topiary,2,the unicorn hedge,3,PLANT,,1d8+6,10.5,1d3+0,2.0,10,0,1,2.0
300,Ogakh,24,an ill-tempered camel,3,ANIMAL,Warrior,1d8+6,10.5,1d3+0,2.0,10,0,1,2.0
300,Ogakh,54,a hobbling child,3,HALFLING,Rogue,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
302,Bluebonnet Pass,15,a snow troll,3,TROLL,Warrior,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
324,South Caelia Highlands,16,a grey hare,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,10,1,2.0
350,Brush Lands,6,a rabid raccoon,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,10,0,1,2.0
350,Brush Lands,25,a fur trapper,3,HUMAN,Monk,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
360,Kaaz,4,a seether,3,TROLL,Warrior,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
364,Sirestis' Folly,0,an arctic fox,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
464,the Ickle Aviary,1,a whiteface cockatiel,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,10,0,1,2.0
464,the Ickle Aviary,2,a wild quarrion,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,10,0,1,2.0
464,the Ickle Aviary,10,a blue-breasted fairy wren,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,10,0,1,2.0
552,Black Woods,10,a small grey squirrel,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
552,Black Woods,11,a skunk,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
552,Black Woods,12,a small brown rabbit,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
552,Black Woods,19,a ferret,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
552,Black Woods,21,a gopher,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
552,Black Woods,25,a duck,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
552,Black Woods,35,a wooly llama,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
552,Black Woods,38,a dwarven child,3,DWARF,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
552,Black Woods,41,a white rabbit,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
588,The Ice Warrior's Compound,7,the necromancer's cat,3,ANIMAL,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
588,The Ice Warrior's Compound,8,an imp,3,GOBLIN,,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,5,the malpinscher,3,ANIMAL,Warrior,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,6,a fiery wisp,3,DEMON,Warrior,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,7,a sly brownie,3,ELF,Thief,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,8,a smiling brownie,3,ELF,Rogue,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,11,a stonefang,3,DEMON,Warrior,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,18,a dark flier,3,GOBLIN,Warrior,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,20,a leprechaun,3,ELF,Warrior,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,21,an orbweaver,3,ANIMAL,Warrior,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,24,a shadow pixie,3,FAERIE_UNSEELIE,Warrior,1d8+6,10.5,1d3+0,2.0,20,0,1,2.0
615,Enchanted Hollow,28,a grig,3,FAERIE_SEELIE,Bard,1d8+6,10.5,1d3+0,2.0,10,0,1,2.0
